method,nbins_ts,model,alpha,p_threshold,cal_cov,cal_avg_size,cal_std_size,test_cov,test_avg_size,test_std_size,bins_T,Ts,cal_score,test_score
tempscale_global_cp,1.0,convnext_tiny,0.09,0.0402672433214493,0.9105392156862744,3.343137254901961,2.082820005962955,0.9266503667481664,3.359413202933985,1.9816803143754391,"[(0.02973080240190029, 0.6742244362831116)]",[2.1],0.9020164884135471,0.9097021560346744
tempscale_global_cp,1.0,convnext_tiny,0.1,0.0436605341922219,0.9019607843137256,3.178921568627451,1.9684638217091848,0.9193154034229828,3.215158924205379,1.9055099713795036,"[(0.02973080240190029, 0.6742244362831116)]",[2.1],0.9014594474153298,0.9093131807068237
tempscale_global_cp,1.0,densenet121,0.01,0.0009445210000323,0.991421568627451,12.117647058823527,6.860542363581129,0.9755501222493888,11.995110024449875,6.856187792896597,"[(0.02973080240190029, 0.6742244362831116)]",[1.4],0.7430369875222818,0.7378861969326518
tempscale_global_cp,1.0,densenet121,0.02,0.0020179859834598,0.9803921568627452,9.947303921568627,6.357481125459427,0.9755501222493888,9.755501222493889,6.311310552151219,"[(0.02973080240190029, 0.6742244362831116)]",[1.4],0.7868482620320856,0.7887863969771061
tempscale_global_cp,1.0,densenet121,0.03,0.0032504806194189,0.9705882352941176,8.594362745098039,5.855985507203109,0.960880195599022,8.41075794621027,5.929288429795624,"[(0.02973080240190029, 0.6742244362831116)]",[1.4],0.8126949643493762,0.8120137808401867
tempscale_global_cp,1.0,densenet121,0.04,0.0046728382874722,0.9620098039215688,7.525735294117647,5.27520322520239,0.9511002444987776,7.43520782396088,5.419455355517954,"[(0.02973080240190029, 0.6742244362831116)]",[1.4],0.8326927361853833,0.8292953989775507
tempscale_global_cp,1.0,densenet121,0.05,0.0068407780911443,0.9509803921568628,6.613970588235294,4.793454577175909,0.9486552567237164,6.408312958435208,4.756365374875928,"[(0.02973080240190029, 0.6742244362831116)]",[1.4],0.8478999554367201,0.851411424761058
tempscale_global_cp,1.0,densenet121,0.06,0.0105811780856929,0.9411764705882352,5.517156862745098,4.0529219373553245,0.9242053789731052,5.3178484107579465,4.036108327558668,"[(0.02973080240190029, 0.6742244362831116)]",[1.4],0.8679255793226381,0.8639697710602356
tempscale_global_cp,1.0,densenet121,0.07,0.012615128035011,0.9301470588235294,5.129901960784314,3.7665045935367454,0.9168704156479216,4.963325183374083,3.798870594533496,"[(0.02973080240190029, 0.6742244362831116)]",[1.4],0.8712121212121213,0.8683596354745499
tempscale_global_cp,1.0,densenet121,0.08,0.0157680396754943,0.920343137254902,4.660539215686274,3.396756195316778,0.9070904645476772,4.4645476772616135,3.4399266287309187,"[(0.02973080240190029, 0.6742244362831116)]",[1.4],0.876977495543672,0.8748055123360746
tempscale_global_cp,1.0,densenet121,0.09,0.0198072900981016,0.9105392156862744,4.21078431372549,3.0389112750775,0.8875305623471883,4.06356968215159,3.130552646659413,"[(0.02973080240190029, 0.6742244362831116)]",[1.4],0.8822972370766488,0.8741386974883307
tempscale_global_cp,1.0,densenet121,0.1,0.0225885730693724,0.9019607843137256,3.962009803921569,2.8568421274337776,0.8850855745721271,3.860635696821516,3.000837794475101,"[(0.02973080240190029, 0.6742244362831116)]",[1.4],0.8836619875222818,0.8775283396310292
tempscale_global_cp,1.0,efficientnet_b0,0.01,0.001100829645349,0.991421568627451,10.814950980392156,6.347673805631093,0.9926650366748166,10.61124694376528,6.046112182904055,"[(0.02973080240190029, 0.6742244362831116)]",[1.8],0.7726437165775402,0.7778950877972883
tempscale_global_cp,1.0,efficientnet_b0,0.02,0.0036328547207304,0.9803921568627452,7.582107843137255,5.004226005081953,0.980440097799511,7.278728606356968,4.735607442098732,"[(0.02973080240190029, 0.6742244362831116)]",[1.8],0.8406027183600713,0.8475216714825518
tempscale_global_cp,1.0,efficientnet_b0,0.03,0.0068712145517589,0.9705882352941176,6.057598039215686,4.124337869044602,0.9682151589242054,5.809290953545232,3.918211724222548,"[(0.02973080240190029, 0.6742244362831116)]",[1.8],0.8703487076648841,0.8748055123360747
tempscale_global_cp,1.0,efficientnet_b0,0.04,0.0111574200576285,0.9620098039215688,4.944852941176471,3.3905358443330216,0.9633251833740832,4.7799511002444985,3.3082085058821806,"[(0.02973080240190029, 0.6742244362831116)]",[1.8],0.8913491532976827,0.8957546121360302
tempscale_global_cp,1.0,efficientnet_b0,0.05,0.0159250342512655,0.9509803921568628,4.314950980392157,2.9869113166084045,0.9535452322738386,4.188264058679707,2.8986564915397244,"[(0.02973080240190029, 0.6742244362831116)]",[1.8],0.9001504010695187,0.9043120693487441
tempscale_global_cp,1.0,efficientnet_b0,0.06,0.0227102685614173,0.9411764705882352,3.727941176470588,2.5766682539002645,0.9315403422982884,3.60880195599022,2.4291467270245874,"[(0.02973080240190029, 0.6742244362831116)]",[1.8],0.9085895721925134,0.9064792176039119
tempscale_global_cp,1.0,efficientnet_b0,0.07,0.0282919978352134,0.931372549019608,3.3933823529411766,2.273764549454329,0.9193154034229828,3.286063569682152,2.164127724441152,"[(0.02973080240190029, 0.6742244362831116)]",[1.8],0.9112912210338682,0.9077017114914425
tempscale_global_cp,1.0,efficientnet_b0,0.08,0.0317754162289595,0.920343137254902,3.232843137254902,2.1698015981637764,0.904645476772616,3.112469437652812,2.072539284368758,"[(0.02973080240190029, 0.6742244362831116)]",[1.8],0.9094251336898396,0.9043120693487441
tempscale_global_cp,1.0,efficientnet_b0,0.09,0.0384438540538218,0.9105392156862744,2.935049019607843,1.9426702356951635,0.8997555012224939,2.838630806845966,1.873342549092184,"[(0.02973080240190029, 0.6742244362831116)]",[1.8],0.9112912210338681,0.9080906868192932
tempscale_global_cp,1.0,efficientnet_b0,0.1,0.0494363495805945,0.9019607843137256,2.616421568627451,1.7024132060814956,0.8850855745721271,2.5354523227383865,1.6096712152862185,"[(0.02973080240190029, 0.6742244362831116)]",[1.8],0.9142435383244207,0.9076461435874639
tempscale_global_cp,1.0,mobilenet_v3_large,0.01,0.0048667311365355,0.991421568627451,9.778186274509803,5.48246443839292,0.9853300733496332,9.74083129584352,5.372329749495006,"[(0.02973080240190029, 0.6742244362831116)]",[2.3],0.7962065508021391,0.7940097799511002
tempscale_global_cp,1.0,mobilenet_v3_large,0.02,0.0078094742114724,0.9803921568627452,8.305147058823529,4.8283043118048505,0.980440097799511,8.227383863080684,4.827046179437204,"[(0.02973080240190029, 0.6742244362831116)]",[2.3],0.824170008912656,0.8259613247388309
tempscale_global_cp,1.0,mobilenet_v3_large,0.03,0.0127715494281317,0.971813725490196,6.8125,4.052098297517608,0.9633251833740832,6.667481662591687,4.103423791422345,"[(0.02973080240190029, 0.6742244362831116)]",[2.3],0.8538045900178253,0.8528561902645033
tempscale_global_cp,1.0,mobilenet_v3_large,0.04,0.0165161021116517,0.9607843137254902,6.0625,3.62889623269212,0.9535452322738386,5.93643031784841,3.6538311568674064,"[(0.02973080240190029, 0.6742244362831116)]",[2.3],0.8653353386809269,0.8645810180040008
tempscale_global_cp,1.0,mobilenet_v3_large,0.05,0.0192072388948237,0.9522058823529412,5.611519607843137,3.3544402304139287,0.9486552567237164,5.569682151589242,3.371193972278648,"[(0.02973080240190029, 0.6742244362831116)]",[2.3],0.8712956773618539,0.870471215825739
tempscale_global_cp,1.0,mobilenet_v3_large,0.06,0.0233879916738407,0.9411764705882352,5.090686274509804,3.0520985258310778,0.9437652811735942,5.017114914425428,2.9745785983312696,"[(0.02973080240190029, 0.6742244362831116)]",[2.3],0.877618092691622,0.8805845743498555
tempscale_global_cp,1.0,mobilenet_v3_large,0.07,0.0269684983859884,0.9301470588235294,4.725490196078432,2.850548150743608,0.9437652811735942,4.677261613691932,2.795997196923006,"[(0.02973080240190029, 0.6742244362831116)]",[2.3],0.8804032976827094,0.8883085130028896
tempscale_global_cp,1.0,mobilenet_v3_large,0.08,0.0314931685031921,0.920343137254902,4.317401960784314,2.5698079418577904,0.9315403422982884,4.276283618581907,2.525072296091657,"[(0.02973080240190029, 0.6742244362831116)]",[2.3],0.8847760695187166,0.8913091798177373
tempscale_global_cp,1.0,mobilenet_v3_large,0.09,0.0353459995401669,0.9117647058823528,4.078431372549019,2.419027006268218,0.921760391198044,4.002444987775061,2.3239991431032854,"[(0.02973080240190029, 0.6742244362831116)]",[2.3],0.8859180035650623,0.8926428095132252
tempscale_global_cp,1.0,mobilenet_v3_large,0.1,0.0396702014303557,0.9019607843137256,3.838235294117647,2.2602292143717246,0.9193154034229828,3.7897310513447433,2.19574876559297,"[(0.02973080240190029, 0.6742244362831116)]",[2.3],0.8864750445632799,0.8962547232718381
tempscale_global_cp,2.0,resnet50,0.01,0.0012414188801199,0.991421568627451,12.082107843137257,7.218703475744298,0.9926650366748166,12.06845965770171,7.019721281461209,"[(0.02973080240190029, 0.1468987613916397), (0.1468987613916397, 0.6742244362831116)]","[2.0, 1.9000000000000001]",0.7438446969696969,0.7447766170260058
tempscale_global_cp,2.0,resnet50,0.02,0.0056483688486399,0.9816176470588236,8.10049019607843,5.760727397808775,0.982885085574572,7.71638141809291,5.437149279249016,"[(0.02973080240190029, 0.1468987613916397), (0.1468987613916397, 0.6742244362831116)]","[2.0, 1.9000000000000001]",0.8294340463458111,0.8387975105579017
tempscale_global_cp,2.0,resnet50,0.03,0.0085507139528711,0.971813725490196,6.980392156862745,5.084299925119085,0.9706601466992664,6.616136919315403,4.7712293568204345,"[(0.02973080240190029, 0.1468987613916397), (0.1468987613916397, 0.6742244362831116)]","[2.0, 1.9000000000000001]",0.8499888591800355,0.8576905979106468
tempscale_global_cp,2.0,resnet50,0.04,0.0174943620493588,0.9607843137254902,5.122549019607843,3.758934633766649,0.9511002444987776,4.93643031784841,3.6343737881430775,"[(0.02973080240190029, 0.1468987613916397), (0.1468987613916397, 0.6742244362831116)]","[2.0, 1.9000000000000001]",0.8866978609625669,0.886085796843743
tempscale_global_cp,2.0,resnet50,0.05,0.0227149365336556,0.9522058823529412,4.540441176470588,3.2836988651117007,0.941320293398533,4.4645476772616135,3.2917381728848243,"[(0.02973080240190029, 0.1468987613916397), (0.1468987613916397, 0.6742244362831116)]","[2.0, 1.9000000000000001]",0.8956383689839573,0.8919204267615025
tempscale_global_cp,2.0,resnet50,0.06,0.0278919813799518,0.9411764705882352,4.110294117647059,2.918012335807747,0.9266503667481664,3.9559902200489,2.8478996781701187,"[(0.02973080240190029, 0.1468987613916397), (0.1468987613916397, 0.6742244362831116)]","[2.0, 1.9000000000000001]",0.8998997326203209,0.8961435874638809
tempscale_global_cp,2.0,resnet50,0.07,0.0346074386870477,0.931372549019608,3.731617647058824,2.591517144204952,0.9168704156479216,3.584352078239609,2.500532878807416,"[(0.02973080240190029, 0.1468987613916397), (0.1468987613916397, 0.6742244362831116)]","[2.0, 1.9000000000000001]",0.9036040552584671,0.8996999333185152
tempscale_global_cp,2.0,resnet50,0.08,0.0390418626796371,0.920343137254902,3.487745098039216,2.364431452143989,0.9168704156479216,3.39119804400978,2.331567314952037,"[(0.02973080240190029, 0.1468987613916397), (0.1468987613916397, 0.6742244362831116)]","[2.0, 1.9000000000000001]",0.9036319073083778,0.9040897977328295
tempscale_global_cp,2.0,resnet50,0.09,0.047014070449118,0.9105392156862744,3.175245098039216,2.0781130531074528,0.9095354523227384,3.0293398533007334,1.9540240729463312,"[(0.02973080240190029, 0.1468987613916397), (0.1468987613916397, 0.6742244362831116)]","[2.0, 1.9000000000000001]",0.9058322192513368,0.9086463658590798
tempscale_global_cp,2.0,resnet50,0.1,0.0500763069753438,0.9019607843137256,3.071078431372549,1.9684638217091852,0.902200488997555,2.9070904645476774,1.837180148735183,"[(0.02973080240190029, 0.1468987613916397), (0.1468987613916397, 0.6742244362831116)]","[2.0, 1.9000000000000001]",0.9039104278074868,0.9077572793954212
tempscale_global_cp,2.0,convnext_tiny,0.01,0.0056984110271358,0.9901960784313726,9.14828431372549,5.542732567184039,0.982885085574572,8.9119804400978,5.501018197782239,"[(0.02973080240190029, 0.1468987613916397), (0.1468987613916397, 0.6742244362831116)]","[1.9000000000000001, 2.3]",0.8099097593582888,0.8116248055123361
tempscale_global_cp,2.0,convnext_tiny,0.02,0.0096530475927791,0.9803921568627452,7.251225490196078,4.6649373688224935,0.9682151589242054,7.163814180929095,4.598294690249942,"[(0.02973080240190029, 0.1468987613916397), (0.1468987613916397, 0.6742244362831116)]","[1.9000000000000001, 2.3]",0.8481227718360071,0.844020893531896
tempscale_global_cp,2.0,convnext_tiny,0.03,0.0134111510545649,0.9705882352941176,6.115196078431373,4.067923840648686,0.9633251833740832,6.100244498777506,3.9181384905556738,"[(0.02973080240190029, 0.1468987613916397), (0.1468987613916397, 0.6742244362831116)]","[1.9000000000000001, 2.3]",0.8690396613190731,0.8657479439875528
tempscale_global_cp,2.0,convnext_tiny,0.04,0.0184059839041381,0.9607843137254902,5.241421568627451,3.508644777577387,0.9633251833740832,5.210268948655257,3.320646264615999,"[(0.02973080240190029, 0.1468987613916397), (0.1468987613916397, 0.6742244362831116)]","[1.9000000000000001, 2.3]",0.8839962121212122,0.8859746610357858
tempscale_global_cp,2.0,convnext_tiny,0.05,0.0236645585094669,0.9509803921568628,4.552696078431373,3.064609431306901,0.9584352078239609,4.623471882640587,2.978330323472042,"[(0.02973080240190029, 0.1468987613916397), (0.1468987613916397, 0.6742244362831116)]","[1.9000000000000001, 2.3]",0.8947471033868093,0.8968659702156034
tempscale_global_cp,2.0,convnext_tiny,0.06,0.0273290858024307,0.9399509803921569,4.166666666666667,2.8017268251231022,0.9559902200488998,4.2469437652811735,2.691133081231089,"[(0.02973080240190029, 0.1468987613916397), (0.1468987613916397, 0.6742244362831116)]","[1.9000000000000001, 2.3]",0.8980057932263814,0.9042009335407868
tempscale_global_cp,2.0,convnext_tiny,0.07,0.0321080024451184,0.931372549019608,3.840686274509804,2.548858167964598,0.9486552567237164,3.8728606356968216,2.3997701362295016,"[(0.02973080240190029, 0.1468987613916397), (0.1468987613916397, 0.6742244362831116)]","[1.9000000000000001, 2.3]",0.9011252228163994,0.9090353411869305
tempscale_global_cp,2.0,convnext_tiny,0.08,0.0352537117423406,0.9215686274509804,3.661764705882353,2.4021658575922222,0.941320293398533,3.687041564792176,2.2691409791181867,"[(0.02973080240190029, 0.1468987613916397), (0.1468987613916397, 0.6742244362831116)]","[1.9000000000000001, 2.3]",0.9002896613190732,0.909591020226717
tempscale_global_cp,2.0,convnext_tiny,0.09,0.0370634319661917,0.9105392156862744,3.5355392156862746,2.3149581166395783,0.9315403422982884,3.584352078239609,2.2285872449412323,"[(0.02973080240190029, 0.1468987613916397), (0.1468987613916397, 0.6742244362831116)]","[1.9000000000000001, 2.3]",0.89764371657754,0.9070348966436985
tempscale_global_cp,2.0,convnext_tiny,0.1,0.0456410989073288,0.9007352941176472,3.116421568627451,1.982132180038112,0.9168704156479216,3.1442542787286065,1.8766933657718456,"[(0.02973080240190029, 0.1468987613916397), (0.1468987613916397, 0.6742244362831116)]","[1.9000000000000001, 2.3]",0.9022671568627452,0.9097021560346743
tempscale_global_cp,2.0,densenet121,0.01,0.0007452030084322,0.9901960784313726,12.71936274509804,7.188015460512927,0.982885085574572,12.528117359413203,7.169946556249816,"[(0.02973080240190029, 0.1468987613916397), (0.1468987613916397, 0.6742244362831116)]","[1.3, 1.5]",0.7287488859180036,0.729439875527895
tempscale_global_cp,2.0,densenet121,0.02,0.001539021383054,0.9803921568627452,10.785539215686274,6.854892106202534,0.9731051344743276,10.547677261613693,6.876009869088381,"[(0.02973080240190029, 0.1468987613916397), (0.1468987613916397, 0.6742244362831116)]","[1.3, 1.5]",0.7677974598930482,0.7695599022004889
tempscale_global_cp,2.0,densenet121,0.03,0.0034014795192467,0.9705882352941176,8.528186274509803,6.047134278723241,0.960880195599022,8.38875305623472,6.115271729275966,"[(0.02973080240190029, 0.1468987613916397), (0.1468987613916397, 0.6742244362831116)]","[1.3, 1.5]",0.8141989750445633,0.8125138919759947
tempscale_global_cp,2.0,densenet121,0.04,0.00527127976106,0.9620098039215688,7.348039215686274,5.398024881927936,0.9535452322738386,7.200488997555012,5.469980288580427,"[(0.02973080240190029, 0.1468987613916397), (0.1468987613916397, 0.6742244362831116)]","[1.3, 1.5]",0.83673128342246,0.8358524116470326
tempscale_global_cp,2.0,densenet121,0.05,0.00839748756485,0.9522058823529412,6.238970588235294,4.718081709629751,0.9364303178484108,6.0440097799511,4.653050061541352,"[(0.02973080240190029, 0.1468987613916397), (0.1468987613916397, 0.6742244362831116)]","[1.3, 1.5]",0.8570354278074866,0.8535785730162259
tempscale_global_cp,2.0,densenet121,0.06,0.0105387656578948,0.9411764705882352,5.677696078431373,4.297490442538542,0.9242053789731052,5.481662591687042,4.278825007646121,"[(0.02973080240190029, 0.1468987613916397), (0.1468987613916397, 0.6742244362831116)]","[1.3, 1.5]",0.8642769607843136,0.8602467214936653
tempscale_global_cp,2.0,densenet121,0.07,0.0138142360883215,0.9301470588235294,5.03186274509804,3.787099420450535,0.9119804400977995,4.865525672371638,3.822339403218872,"[(0.02973080240190029, 0.1468987613916397), (0.1468987613916397, 0.6742244362831116)]","[1.3, 1.5]",0.8734402852049912,0.8681373638586353
tempscale_global_cp,2.0,densenet121,0.08,0.0163713650382133,0.920343137254902,4.675245098039215,3.522501191739941,0.8997555012224939,4.488997555012225,3.492990007243517,"[(0.02973080240190029, 0.1468987613916397), (0.1468987613916397, 0.6742244362831116)]","[1.3, 1.5]",0.8766432709447416,0.8705823516336963
tempscale_global_cp,2.0,densenet121,0.09,0.0211180865421952,0.9117647058823528,4.165441176470588,3.085121124750685,0.8899755501222494,4.019559902200489,3.1443835600277987,"[(0.02973080240190029, 0.1468987613916397), (0.1468987613916397, 0.6742244362831116)]","[1.3, 1.5]",0.8839405080213903,0.8763614136474772
tempscale_global_cp,2.0,densenet121,0.1,0.0241877503044615,0.9007352941176472,3.901960784313725,2.863340993580917,0.8777506112469438,3.801955990220049,2.958952449277471,"[(0.02973080240190029, 0.1468987613916397), (0.1468987613916397, 0.6742244362831116)]","[1.3, 1.5]",0.8844139928698753,0.8751944876639253
tempscale_global_cp,2.0,efficientnet_b0,0.01,0.0014841847626385,0.9901960784313726,10.044117647058824,6.305771920674814,0.9926650366748166,9.792176039119804,6.015329838368363,"[(0.02973080240190029, 0.1468987613916397), (0.1468987613916397, 0.6742244362831116)]","[1.7000000000000002, 1.9000000000000001]",0.7895499108734403,0.7965103356301401
tempscale_global_cp,2.0,efficientnet_b0,0.02,0.0038541125825327,0.9816176470588236,7.498774509803922,5.112939991914522,0.980440097799511,7.227383863080685,4.840702857878452,"[(0.02973080240190029, 0.1468987613916397), (0.1468987613916397, 0.6742244362831116)]","[1.7000000000000002, 1.9000000000000001]",0.8431094028520499,0.8486885974661036
tempscale_global_cp,2.0,efficientnet_b0,0.03,0.0073082468296888,0.971813725490196,5.964460784313726,4.157731011047592,0.9682151589242054,5.647921760391198,3.931970624436756,"[(0.02973080240190029, 0.1468987613916397), (0.1468987613916397, 0.6742244362831116)]","[1.7000000000000002, 1.9000000000000001]",0.8730782085561497,0.8784729939986664
tempscale_global_cp,2.0,efficientnet_b0,0.04,0.0111601472073503,0.9607843137254902,5.02328431372549,3.530774646651952,0.960880195599022,4.801955990220049,3.3474284678983643,"[(0.02973080240190029, 0.1468987613916397), (0.1468987613916397, 0.6742244362831116)]","[1.7000000000000002, 1.9000000000000001]",0.8889538770053476,0.8940320071126917
tempscale_global_cp,2.0,efficientnet_b0,0.05,0.0163034859585594,0.9509803921568628,4.313725490196078,3.038899414283823,0.9486552567237164,4.168704156479218,2.940884309400587,"[(0.02973080240190029, 0.1468987613916397), (0.1468987613916397, 0.6742244362831116)]","[1.7000000000000002, 1.9000000000000001]",0.9001782531194297,0.9023116248055123
tempscale_global_cp,2.0,efficientnet_b0,0.06,0.0233283493170735,0.9411764705882352,3.7107843137254894,2.5828775130844046,0.938875305623472,3.618581907090464,2.456715151122689,"[(0.02973080240190029, 0.1468987613916397), (0.1468987613916397, 0.6742244362831116)]","[1.7000000000000002, 1.9000000000000001]",0.9089795008912656,0.9099244276505891
tempscale_global_cp,2.0,efficientnet_b0,0.07,0.0284414206909847,0.9301470588235294,3.417892156862745,2.368217553462249,0.9242053789731052,3.2982885085574574,2.2287347721272206,"[(0.02973080240190029, 0.1468987613916397), (0.1468987613916397, 0.6742244362831116)]","[1.7000000000000002, 1.9000000000000001]",0.9101214349376114,0.9098688597466104
tempscale_global_cp,2.0,efficientnet_b0,0.08,0.034571695886487,0.920343137254902,3.1200980392156863,2.121964496338628,0.902200488997555,3.017114914425428,2.0272472788443845,"[(0.02973080240190029, 0.1468987613916397), (0.1468987613916397, 0.6742244362831116)]","[1.7000000000000002, 1.9000000000000001]",0.9119875222816399,0.9052567237163814
tempscale_global_cp,2.0,efficientnet_b0,0.09,0.042355677847206,0.9117647058823528,2.8308823529411766,1.876930954960406,0.8948655256723717,2.7188264058679708,1.763987090774092,"[(0.02973080240190029, 0.1468987613916397), (0.1468987613916397, 0.6742244362831116)]","[1.7000000000000002, 1.9000000000000001]",0.9142713903743315,0.9083685263391865
tempscale_global_cp,2.0,efficientnet_b0,0.1,0.0510103788438759,0.9007352941176472,2.593137254901961,1.6704325965427234,0.8777506112469438,2.508557457212714,1.6115567113771492,"[(0.02973080240190029, 0.1468987613916397), (0.1468987613916397, 0.6742244362831116)]","[1.7000000000000002, 1.9000000000000001]",0.9141599821746882,0.9045899088686375
tempscale_global_cp,2.0,mobilenet_v3_large,0.01,0.00404550857063,0.9901960784313726,10.583333333333334,6.541565192169126,0.982885085574572,10.320293398533009,6.451822881622246,"[(0.02973080240190029, 0.1468987613916397), (0.1468987613916397, 0.6742244362831116)]","[1.9000000000000001, 2.7]",0.777295008912656,0.7796176928206267
tempscale_global_cp,2.0,mobilenet_v3_large,0.02,0.0077369813675599,0.9803921568627452,8.623774509803921,5.683599855875077,0.9755501222493888,8.376528117359413,5.5468695702315305,"[(0.02973080240190029, 0.1468987613916397), (0.1468987613916397, 0.6742244362831116)]","[1.9000000000000001, 2.7]",0.8169284759358288,0.8201266948210714
tempscale_global_cp,2.0,mobilenet_v3_large,0.03,0.0094443338762376,0.971813725490196,8.006127450980392,5.359956074541204,0.9755501222493888,7.735941320293398,5.179771087113223,"[(0.02973080240190029, 0.1468987613916397), (0.1468987613916397, 0.6742244362831116)]","[1.9000000000000001, 2.7]",0.8266766934046346,0.8346854856634808
tempscale_global_cp,2.0,mobilenet_v3_large,0.04,0.0120520240290834,0.9607843137254902,7.234068627450981,4.857818250218201,0.9682151589242054,7.080684596577017,4.749555997344839,"[(0.02973080240190029, 0.1468987613916397), (0.1468987613916397, 0.6742244362831116)]","[1.9000000000000001, 2.7]",0.8387087789661319,0.8459102022671705
