nbins_ts,impr_mean,impr_std,impr_min,impr_max,n,waves_cov_mean,waves_cov_std,waves_cov_min,waves_cov_max,waves_size_mean,waves_size_std,waves_size_min,waves_size_max
1,0.005635696821515858,0.0058155749225978276,-0.0129473216270281,0.0201155812402756,50,0.9437163814180929,0.029557308355034867,0.8850855745721271,0.9926650366748166,5.546943765281173,2.422992237741163,2.5354523227383865,12.28606356968215
2,0.004976661480328942,0.007961917915114832,-0.0147254945543454,0.0301733718604133,50,0.9431784841075794,0.03044009278970038,0.8777506112469438,0.9926650366748166,5.564107579462103,2.4772817637747058,2.508557457212714,12.528117359413203
3,0.006210268948655214,0.006738751921015422,-0.0029450989108691,0.0305067792842852,50,0.9429828850855745,0.03013347104308238,0.8801955990220048,0.9926650366748166,5.505525672371638,2.4126655288962198,2.5354523227383865,12.19804400977995
4,0.004802178261835939,0.009679531170115312,-0.0334518781951544,0.0433985330073349,50,0.9431295843520782,0.03036887015091578,0.8777506112469438,0.9902200488997556,5.570709046454767,2.410969222376981,2.5623471882640585,11.704156479217604
5,0.004649922204934396,0.012322154113346672,-0.0567903978661925,0.043565236719271,50,0.9442053789731051,0.029259449398796364,0.8850855745721271,0.9926650366748166,5.601075794621027,2.5400311201856214,2.6014669926650367,14.85085574572127
